chemical    a    b    c    t_min (celsius)    t_max (celsius)
1-methyl-3-ethylnaphthalene    7.19948    1964.44    181.872    135    497.633
1-methyl-3-ethyl-1-hexanol    8.50274    2614.2    273    99.0947    346.722
1-methyl-3-butylbenzene    7.13057    1721.36    200.05    116.866    406.257
1-methyl-3-(1-methylethenyl)benzene    7.08531    1634.92    203.85    87.6734    392.56
1-methyl-2,6-diethyl benzene    7.12148    1730.74    199.328    119.848    410.808
1-methyl-2,5-diethylbenzene    7.12191    1725.07    199.651    118.455    408.396
1-methyl-2,4-diethylbenzene    7.12246    1718.08    200.05    116.735    405.416
1-methyl-2,3-diethylbenzene    7.12204    1723.41    199.746    118.045    407.686
1-methyl-2-tert-butyl   benzene    6.95995    1637.22    200.915    110.286    414.58
1-methyl-2-sec-butylbenzene    7.07699    1669.07    201.76    108.59    398.202
1-methyl-2-propylnaphthalene    8.14486    3344.76    323.135    145    539.195
1-methyl-2-propylbenzene    7.43034    1969.2    247.906    66.9533    387.55
1-methyl-2-isobutylbenzene    7.07699    1669.07    201.76    108.59    398.202
1-methyl-2-ethylnaphthalene    7.28826    2077.74    195.416    135    501.867
1-methyl-2-ethyl-1-hexanol    8.50273    2596.48    273    96.5739    342.524
1-methyl-2-butylbenzene    7.12979    1731.38    199.48    119.325    410.519
1-methyl-2-(1-methylethenyl)benzene    7.08891    1592.69    206.282    77.5292    373.961
1-methyl-1,3-propanediol    9.55716    3251.38    273    129.397    379.822
1-methyl-1-propylcyclopentane    6.95411    1455.23    211.26    54.438    344.884
1-methyl-1-isopropylcyclopentane    6.89912    1442.09    210.88    55.09    352.9
1-methyl-1-ethylcyclopropane    6.95009    1159.68    228.214    6.06031    234.79
1-methyl-1-ethylcyclopentane    7.21303    1573.21    241.621    -138.15    308.85
1-methyl-1-ethylcyclohexane    7.04666    1592.23    230.051    41.1735    360.23
1-methyl-[1,2,3,4-tetrahydronaphthalene]C11H14    7.07391    1751.37    197.088    169.855    448.983
1-isobutylnaphthalene    7.38845    2212.41    211.314    135    499.531
1-isobutylnaphthalene    7.38845    2212.41    211.314    135    499.531
1-iodoundecane    9.51548    4271.88    362.373    139.288    442.843
1-iodoundecane    9.51548    4271.88    362.373    139.288    442.843
1-iodotritriacontane    6.54301    2438.7    141.91    410.832    574
1-iodotritriacontane    6.54301    2438.7    141.91    410.832    574
1-iodotridecane    9.37559    4263.77    342.491    166.579    471.256
1-iodotridecane    9.37559    4263.77    342.491    166.579    471.256
1-iodotricosane    7.39061    2683.33    156.001    341.778    599.215
1-iodotricosane    7.39061    2683.33    156.001    341.778    599.215
1-iodotriacontane    6.74173    2526.01    153.252    366.511    551
1-iodotriacontane    6.74173    2526.01    153.252    366.511    551
1-iodotetratriacontane    6.49333    2424.13    140.036    412.758    581
1-iodotetratriacontane    6.49333    2424.13    140.036    412.758    581
1-iodotetradecane    9.33822    4317.84    338.665    179.172    485.792
1-iodotetradecane    9.33822    4317.84    338.665    179.172    485.792
1-iodotetracosane    7.24442    2631.26    154.001    347.724    612.734
1-iodotetracosane    7.24442    2631.26    154.001    347.724    612.734
1-iodotetracontane    6.256    2371.18    133.532    398.344    619
1-iodotetracontane    6.256    2371.18    133.532    398.344    619
1-iodopropane    7.22121    1507.41    244.701    -36    103
1-iodopropane    7.32543    1566.19    249.929    -101.3    319.85
1-iodopropane    7.32543    1566.19    249.929    -101.3    319.85
1-iodopentatriacontane    6.44741    2413.64    138.735    410.705    588
1-iodopentatriacontane    6.44741    2413.64    138.735    410.705    588
1-iodopentane    9.38224    3410.1    367.516    39.3087    328.259
1-iodopentane    9.38224    3410.1    367.516    39.3087    328.259
1-iodopentadecane    9.23707    4272.69    328.202    190.513    498.303
1-iodopentadecane    9.23707    4272.69    328.202    190.513    498.303
1-iodopentacosane    7.08693    2565.73    152.001    352.377    625.853
1-iodopentacosane    7.08693    2565.73    152.001    352.377    625.853
1-iodooctatriacontane    6.32689    2385.47    135.226    405.103    607
1-iodooctatriacontane    6.32689    2385.47    135.226    405.103    607
1-iodooctane    9.51257    3959.7    371.972    93.1873    392.829
1-iodooctane    9.51257    3959.7    371.972    93.1873    392.829
1-iodooctadecane    8.60077    3690.42    262.183    223.349    535.437
1-iodooctadecane    8.60077    3690.42    262.183    223.349    535.437
1-iodooctacosane    6.27013    1912.49    79.2691    363.429    670.585
1-iodooctacosane    6.27013    1912.49    79.2691    363.429    670.585
1-iodononatriacontane    6.291    2378.05    134.336    401.969    613
1-iodononatriacontane    6.291    2378.05    134.336    401.969    613
1-iodononane    9.53154    4093.33    370.47    109.317    410.688
1-iodononane    9.53154    4093.33    370.47    109.317    410.688
1-iodononadecane    8.35035    3459.86    237.569    233.138    547.795
1-iodononacosane    5.9734    1664.05    45.0763    365.242    686.206
1-iodohexatriacontane    6.40862    2404.57    137.605    409.065    594
1-iodohexane    9.44303    3626.39    371.287    58.2261    352.058
1-iodohexadecane    9.01052    4044.82    302.872    202.067    510.103
1-iodohexacosane    6.92099    2492.79    150.001    356.562    639.837
1-iodoheptatriacontane    6.36369    2393.43    136.199    407.742    601
1-iodoheptane    9.48545    3807.89    372.599    76.157    373.413
1-iodoheptadecane    8.83561    3911.58    285.879    213.327    523.71
1-iodoheptacosane    6.52165    2083.58    102.28    355.25    647.299
1-iodohentriacontane    6.65151    2468.61    145.683    408.146    559
1-iodoheneicosane    7.64434    2753.32    160.001    327.802    573.287
1-iodoeicosane    8.08037    3214.07    211.144    242.798    560.809
1-iododotriacontane    6.60042    2454.72    143.942    409.303    566
1-iodododecane    9.47246    4307.24    355.238    153.142    457.419
1-iododocosane    7.52371    2720.74    158.001    334.556    585.261
1-iododecane    9.52782    4189.76    366.622    124.682    427.204
1-iodobutane    9.30096    3155.24    360.93    19.176    301.212
1-iodo-trans-2-pentene    6.6849    1180.08    172.264    54.3356    351.24
1-iodo-trans-2-butene    6.64055    1139.88    171.181    49.5794    356.943
1-iodo-cis-2-pentene    6.6849    1180.08    172.264    54.3356    351.24
1-iodo-cis-2-butene    6.64055    1139.88    171.181    49.5794    356.943
1-iodo-4-methylpentane    7.5747    1627.11    173.545    93.3007    344.501
1-iodo-3,3-dimethylbutane    7.51432    1568.33    175.476    84.3018    334.336
1-iodo-3-methylpentane    7.57438    1630.12    173.308    94.0437    345.746
1-iodo-3-methylbutane    7.53703    1519.92    178.227    72.5878    319.858
1-iodo-3-methyl-2-butene    6.63748    1161.77    171.426    53.7078    355.654
1-iodo-2,3-dimethylbutane    7.44317    1547.56    174.203    85.1924    341.039
1-iodo-2,2-dimethylpropane    7.40715    1423.64    180.523    59.5495    307.774
1-iodo-2,2-dimethylbutane    7.58102    1570.86    177.982    79.3726    321.151
1-iodo-2-methylpropane    7.50285    1405.79    183.749    49.5486    290.796
1-iodo-2-methylpentane    7.57656    1610.11    174.886    89.09    337.442
1-iodo-2-methylbutane    7.53791    1512.7    178.815    70.7719    316.762
1-iodo-2-methyl-trans-2-butene    6.63748    1161.77    171.426    53.7078    355.654
1-iodo-2-methyl-cis-2-butene    6.63748    1161.77    171.426    53.7078    355.654
1-iodo-2-methyl-1-propene    6.59909    1079.28    175.313    35.4024    335.194
1-iodo-2-ethylbutane    7.37958    1525.77    173.153    85.3445    346.566
1-hexyne    6.91212    1194.6    225    -8    118
1-hexyne    7.21967    1336.56    236.713    -131.9    243.05
1-hexylnaphthalene    7.40324    2323.85    191.851    -18    539.85
1-hexylcyclopentene    7.0991    1691.53    201    99.8785    392.334
1-hexyl-[1,2,3,4-tetrahydronaphthalene] C16H24    7.27463    2135.62    181.051    248.34    504.201
1-hexene    6.86572    1152.971    225.849    -29    87
1-hexene    7.07214    1270.42    239.628    -139.76    230.88
1-hexatriacontyne    5.79493    1796.17    123.369    391.873    543
1-hexatriacontene    6.42412    1800    12    228.433    546
1-hexanol    7.34748    1538.76    187.498    -44.6    338.2
1-hexanethiol    6.94664    1454.004    204.954    40    181
1-hexadecyne    7.47511    2154.7    185    172    367
1-hexadecyne    7.10989    1864.84    156.948    172    451.11
1-hexadecylcyclopentene    7.34912    2320.21    173.261    221.872    502.505
1-hexadecene    7.04437    1843.581    157.917    147    319
1-hexadecene    7.45309    2193.98    194.974    4.36    448.85
1-hexadecanol    6.1586    1380    91    145    190
1-hexadecanol    6.93175    1747.21    119.31    49.2    487.85
1-hexadecanethiol    7.075    1990    140    188    370
1-hexadecanethiol    7.38074    2235.41    162.757    188    501.53
1-hexacosyne    8.45447    4513.25    400.747    271.873    562.854
1-hexacosene    6.38418    1641.95    57.6761    164.684    564.534
1-heptyne    6.68593    1216.6    220    14    142
1-heptyne    7.2638    1554.66    254.993    14    286.54
1-heptylnaphthalene    7.39867    2313.01    174.971    278.771    538.291
1-heptylcyclopentene    7.1397    1773.36    197.39    115.781    407.626
1-heptyl-[1,2,3,4-tetrahydronaphthalene]  C17H26    7.31141    2210.91    178.011    263.256    515.261
1-heptene    6.90069    1257.505    219.179    -6    118
1-heptene    7.0899    1371.22    232.136    -118.88    264.14
1-heptatriacontyne    5.74292    1772.73    119.38    403.873    550
1-heptatriacontene    6.47072    1850    12.3333    233.636    553
1-heptanol    7.18822    1482.06    167.773    -34    358.75
1-heptanethiol    6.95249    1525.311    197.696    59    206
1-heptanal    7.32102    1635.48    215.534    -43    329.85
1-heptadecyne    7.48829    2216.2    182    184    384
1-heptadecyne    7.13747    1929.84    154.361    184    463.06
1-heptadecene    7.03925    1877.91    151.53    159    335
1-heptadecene    7.36258    2126.37    174.12    11.25    462.85
1-heptadecanol    6.782    1595    85.06    191    383
1-heptadecanol    6.96026    1797.05    116.512    53.9    496.85
1-heptadecanethiol    7.081    2027    135    198    384
1-heptadecanethiol    7.39235    2295    160.685    198    512.86
1-heptacosyne    8.3422    4496.67    404.357    283.873    574.342
1-heptacosene    6.2286    1551.84    42.5433    172.138    576.776
1-hentriacontyne    6.09198    1921.05    143.242    331.873    505
1-hentriacontene    6.01819    1461.55    8.8505    199.401    507
1-heneicosyne    8.04371    3273.97    280.135    211.873    509.268
1-heneicosene    6.98584    1963.02    123.199    122.614    506.202
1-fluoroundecane    7.21326    1731.73    193.713    85.0032    368.45
1-fluorotritriacontane    6.35875    2138.52    153.881    361.582    511
1-fluorotridecane    7.17668    1800.39    177.098    114.384    401.05
1-fluorotricosane    7.15775    2315.97    166.501    310.357    522.044
1-fluorotriacontane    6.53464    2185.66    160.185    352.656    488
1-fluorotetratriacontane    6.30833    2125.4    152.098    363.09    518
1-fluorotetradecane    7.13255    1807.54    167.131    127.615    415.55
1-fluorotetracosane    7.06817    2298.86    164.001    318.23    533.114
1-fluorotetracontane    6.04614    2062.04    143.445    360.287    558
1-fluoropropane    6.9533    965.18    239.5    -70    30
1-fluoropropane    7.00443    975.851    239.849    -70    148.85
1-fluoropentatriacontane    6.25923    2112.77    150.371    364.127    525
1-fluoropentane    7.13705    1265.03    234.417    -28.2878    223.55
1-fluoropentadecane    7.15848    1872.96    163.845    140.281    428.95
1-fluoropentacosane    6.96541    2273.08    161.501    325.827    544.867
1-fluorooctatriacontane    6.12661    2080.31    145.926    363.482    545
1-fluorooctane    7.21056    1551.57    216.05    33.7768    307.35
1-fluorooctadecane    7.06312    1909.3    140.517    174.386    463.95
1-fluorooctacosane    6.58577    2134.06    154.001    344.059    580.846
1-fluorononatriacontane    6.08238    2069.72    144.471    362.536    552
1-fluorononane    7.21771    1621.13    208.799    51.9285    329.75
1-fluorononadecane    7.0266    1907.35    131.071    185.419    474.15
1-fluorononacosane    6.28875    1873.62    119.782    348.551    593.186
1-fluorohexatriacontane    6.21142    2100.63    148.706    364.681    532
1-fluorohexane    7.1708    1374.62    228.926    -6.16347    254.95
1-fluorohexadecane    7.12174    1882.45    154.876    152.626    441.45
1-fluorohexacosane    6.84942    2234.33    159.001    332.234    556.106
1-fluoroheptatriacontane    6.16488    2089.01    147.105    364.739    539
1-fluoroheptane    7.19226    1467.98    222.585    14.4824    282.65
1-fluoroheptadecane    7.10635    1905.49    147.948    164.104    453.05
1-fluoroheptacosane    6.72239    2187.78    156.501    338.32    568.088
1-fluorohentriacontane    6.4717    2168.65    157.932    356.353    496
1-fluoroheneicosane    7.29345    2314.43    171.501    292.088    499.381
1-fluoroeicosane    6.96318    1886.95    121.221    195.213    483.65
1-fluorodotriacontane    6.41051    2152.1    155.714    359.62    504
1-fluorododecane    7.21559    1781.81    186.05    100.618    385.45
1-fluorodocosane    7.23258    2319.49    169.001    301.337    510.4
1-fluorodecane    7.22115    1682.91    201.538    68.9768    349.95
1-fluorobutane    7.1435    1166.07    241.052    -51.2472    187.55
1-fluoro-trans-2-pentene    6.73282    939.521    199.824    -21.0619    206.189
1-fluoro-cis-2-pentene    6.73282    939.521    199.824    -21.0619    206.189
1-fluoro-4-methylpentane    7.02204    1267.22    222    6.53634    252.2
1-fluoro-3,3-dimethylbutane    6.95633    1213.28    222    -0.566364    244.143
1-fluoro-3-methylpentane    7.02577    1280.79    222    8.82935    256.613
1-fluoro-3-methylbutane    7.2535    1353.35    256    -21.7103    217.695
1-fluoro-3-methyl-2-butene    6.68457    924.918    199.199    -21.5846    209.48
1-fluoro-2,3-dimethylbutane    6.90281    1218.67    222    2.61014    256.31
1-fluoro-2,2-dimethylpropane    7.11983    1254.75    256    -33.6337    205.677
1-fluoro-2,2-dimethylbutane    7.01292    1234.88    222    1.07164    241.683
1-fluoro-2-methylpropane    7.1853    1170.82    256    -50.8873    171.406
1-fluoro-2-methylpentane    7.01953    1258.17    222    5.00771    249.258
1-fluoro-2-methylbutane    7.00467    1173.73    228.72    -27.3436    221.301
1-fluoro-2-methyl-trans-2-butene    6.68457    924.918    199.199    -21.5846    209.48
1-fluoro-2-methyl-cis-2-butene    6.68457    924.918    199.199    -21.5846    209.48
1-fluoro-2-methyl-1-propene    6.64323    874.479    200.575    -31.3025    202.239
